Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Union Pacific;93,485;23,988;5,18;52,716;168;Industrials;Railroads;North America;United States;Nebraska;Nebraska;Lance Fritz;http://www.forbes.com/companies/union-pacific/
China Railway Construction;33,7;94,081;1,8399;99,453;169;Industrials;Construction Services;Asia;China;China;;Zhang Zongyan;http://www.forbes.com/companies/china-railway-construction/
PNC Financial Services;48,159;15,958;4,173;345,072;169;Financials;Major Banks;North America;United States;Pennsylvania;Pennsylvania;William Demchak;http://www.forbes.com/companies/pnc-financial-services/
Korea Electric Power;27,04;54,6;2,5525;148,941;171;Utilities;Electric Utilities;Asia;South Korea;South Korea;;Hwan-Eik Cho;http://www.forbes.com/companies/korea-electric-power/
McKesson;52,257;173,962;1,715;55,11;172;Health Care;Pharmaceuticals;North America;United States;California;California;John Hammergren;http://www.forbes.com/companies/mckesson/
China Pacific Insurance;48,367;35,546;1,7932;132,995;173;Financials;Life & Health Insurance;Asia;China;China;;Huo Lianhong;http://www.forbes.com/companies/china-pacific-insurance/
EI du Pont de Nemours;65,228;35,283;3,625;49,876;174;Materials;Diversified Chemicals;North America;United States;Delaware;Delaware;Ellen Kullman;http://www.forbes.com/companies/ei-du-pont-de-nemours/
Legal & General Group;24,972;85,124;1,6219;618,472;175;Financials;Life & Health Insurance;Europe;United Kingdom;United Kingdom;;Nigel Wilson;http://www.forbes.com/companies/legal-general-group/
KDDI;64,026;42,566;3,8201;43,532;176;Telecommunication Services;Telecommunications services;Asia;Japan;Japan;;Takashi Tanaka;http://www.forbes.com/companies/kddi/
National Grid;48,994;23,934;3,5474;84,608;177;Utilities;Electric Utilities;Europe;United Kingdom;United Kingdom;;Steven Holliday;http://www.forbes.com/companies/national-grid/
L'Oréal Group;106,559;29,887;6,5131;38,798;178;Consumer Staples;Household/Personal Care;Europe;France;France;;Jean-Paul Agon;http://www.forbes.com/companies/loreal-group/
Travelers Cos;34,489;27,188;3,665;105,213;179;Financials;Property & Casualty Insurance;North America;United States;New York;New York;Jay Fishman;http://www.forbes.com/companies/travelers-cos/
Christian Dior;35,086;42,804;3,0972;70,391;180;Consumer Discretionary;Apparel/Accessories;Europe;France;France;;Bernard Arnault;http://www.forbes.com/companies/christian-dior/
Tokio Marine Holdings;29,49;38,686;2,3419;170,714;181;Financials;Property & Casualty Insurance;Asia;Japan;Japan;;Tsuyoshi Nagano;http://www.forbes.com/companies/tokio-marine-holdings/
Valero Energy;30,6;130,844;3,63;45,55;182;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Joseph Gorder;http://www.forbes.com/companies/valero-energy/
Oil & Natural Gas;43,665;28,689;4,386;59,324;183;Energy;Oil & Gas Operations;Asia;India;India;;Dinesh Sarraf;http://www.forbes.com/companies/oil-natural-gas/
Mitsui & Co;23,612;52,666;3,5393;105,779;184;Industrials;Trading Companies;Asia;Japan;Japan;;Tatsuo Yasunaga;http://www.forbes.com/companies/mitsui-co/
China Unicom;39,846;46,212;1,9557;88,026;185;Telecommunication Services;Telecommunications services;Asia;China;China;;Xiao Chang;http://www.forbes.com/companies/china-unicom/
Philip Morris International;121,139;29,652;7,458;35,187;186;Consumer Staples;Tobacco;North America;United States;New York;New York;André Calantzopoulos;http://www.forbes.com/companies/philip-morris-international/
United Parcel Service;87,376;58,258;3,032;35,471;187;Industrials;Air Courier;North America;United States;Georgia;Georgia;David Abney;http://www.forbes.com/companies/united-parcel-service/
Mondel?z International;60,673;34,244;2,184;66,815;188;Consumer Staples;Food Processing;North America;United States;Illinois;Illinois;Irene Rosenfeld;http://www.forbes.com/companies/mondelez-international/
Suncor Energy;44,947;36,092;2,4437;68,786;188;Energy;Oil & Gas Operations;North America;Canada;Canada;;Steven Williams;http://www.forbes.com/companies/suncor-energy/
SAP;90,24;23,294;4,3441;46,595;190;Information Technology;Software & Programming;Europe;Germany;Germany;;William Mcdermott;http://www.forbes.com/companies/sap/
Duke Energy;55,395;25,146;1,883;120,709;191;Utilities;Electric Utilities;North America;United States;North Carolina;North Carolina;Lynn Good;http://www.forbes.com/companies/duke-energy/
Gilead Sciences;145,029;24,931;12,1013;34,664;192;Health Care;Biotechs;North America;United States;California;California;John Martin;http://www.forbes.com/companies/gilead-sciences/
Renault;27,524;54,457;2,507;98,681;193;Consumer Discretionary;Auto & Truck Manufacturers;Europe;France;France;;Carlos Ghosn;http://www.forbes.com/companies/renault/
Allstate;29,488;34,874;2,85;110,306;194;Financials;Diversified Insurance;North America;United States;Illinois;Illinois;Thomas Wilson;http://www.forbes.com/companies/allstate/
Deutsche Post;38,775;75,117;2,7471;45,178;195;Industrials;Air Courier;Europe;Germany;Germany;;Frank Appel;http://www.forbes.com/companies/deutsche-post/
Lockheed Martin;63,424;45,6;3,614;37,073;196;Industrials;Aerospace & Defense;North America;United States;Maryland;Maryland;Marillyn Hewson;http://www.forbes.com/companies/lockheed-martin/
Orange;43,93;52,322;1,227;117,129;196;Telecommunication Services;Telecommunications services;Europe;France;France;;Stéphane Richard;http://www.forbes.com/companies/orange/
Ecopetrol;33,609;34,43;3,7516;59,828;198;Energy;Oil & Gas Operations;South America;Colombia;Colombia;;Juan Echeverry Garzón;http://www.forbes.com/companies/ecopetrol/
British American Tobacco;99,647;23,004;5,129;40,801;199;Consumer Staples;Tobacco;Europe;United Kingdom;United Kingdom;;Nicandro Durante;http://www.forbes.com/companies/british-american-tobacco/
Costco Wholesale;67,096;115,637;2,264;33,6;200;Consumer Discretionary;Discount Stores;North America;United States;Washington;Washington;Walter Jelinek;http://www.forbes.com/companies/costco-wholesale/
ABB;50,328;40,071;2,5977;45,193;201;Industrials;Conglomerates;Europe;Switzerland;Switzerland;;Ulrich Spiesshofer;http://www.forbes.com/companies/abb/
Bank of New York Mellon;45,132;15,134;2,524;385,303;202;Financials;Major Banks;North America;United States;New York;New York;Gerald Hassell;http://www.forbes.com/companies/bank-of-ny-mellon/
Aetna;37,645;58,008;2,0408;53,402;203;Health Care;Managed Health Care;North America;United States;Connecticut;Connecticut;Mark Bertolini;http://www.forbes.com/companies/aetna/
Brookfield Asset Management;34,978;18,553;3,1185;129,48;204;Financials;Real Estate;North America;Canada;Canada;;Bruce Flatt;http://www.forbes.com/companies/brookfield-asset-management/
3M;105,132;31,821;4,956;31,269;205;Industrials;Conglomerates;North America;United States;Minnesota;Minnesota;Inge Thulin;http://www.forbes.com/companies/3m/
Schneider Electric;47,506;33,08;2,5746;49,803;206;Industrials;Electrical Equipment;Europe;France;France;;Jean-Pascal Tricoire;http://www.forbes.com/companies/schneider-electric/
McDonald's;92,537;27,441;4,7578;34,281;207;Consumer Discretionary;Restaurants;North America;United States;Illinois;Illinois;Stephen Easterbrook;http://www.forbes.com/companies/mcdonalds/
People's Insurance Company;21,834;55,663;2,1275;126,014;208;Financials;Property & Casualty Insurance;Asia;China;China;;Wang Yincheng;http://www.forbes.com/companies/peoples-insurance-company/
Surgutneftegas;24,16;26,601;8,7672;74,631;209;Energy;Oil & Gas Operations;Asia;Russia;Russia;;Vladimir Bogdanov;http://www.forbes.com/companies/surgutneftegas/
Lowe's Cos;71,435;56,223;2,682;31,827;210;Consumer Discretionary;Home Improvement Retail;North America;United States;North Carolina;North Carolina;Robert Niblock;http://www.forbes.com/companies/lowes-cos/
Jardine Matheson;43,176;39,921;1,71;66,457;211;Industrials;Conglomerates;Asia;Hong Kong;Hong Kong;;Benjamin Keswick;http://www.forbes.com/companies/jardine-matheson/
Aflac;28,045;22,723;2,951;119,767;212;Financials;Life & Health Insurance;North America;United States;Georgia;Georgia;Dan Amos;http://www.forbes.com/companies/aflac/
Continental;47,918;45,77;3,1507;36,593;213;Consumer Discretionary;Auto & Truck Parts;Europe;Germany;Germany;;Elmar Phd;http://www.forbes.com/companies/continental/
BT Group;55,413;29,572;3,3112;40,127;214;Telecommunication Services;Telecommunications services;Europe;United Kingdom;United Kingdom;;Gavin Patterson;http://www.forbes.com/companies/bt-group/
Japan Tobacco;65,153;23,607;4,0093;39,812;214;Consumer Staples;Tobacco;Asia;Japan;Japan;;Mitsuomi Koizumi;http://www.forbes.com/companies/japan-tobacco/
ACE;36,42;19,449;2,853;98,248;216;Financials;Diversified Insurance;Europe;Switzerland;Switzerland;;Evan Greenberg;http://www.forbes.com/companies/ace/
SABMiller;87,342;16,704;3,6377;52,819;217;Consumer Staples;Beverages;Europe;United Kingdom;United Kingdom;;Alan Clark;http://www.forbes.com/companies/sabmiller/
Repsol YPF;26,509;60,807;2,1382;62,788;218;Energy;Oil & Gas Operations;Europe;Spain;Spain;;Josu Imaz San Miguel;http://www.forbes.com/companies/repsol-ypf/
John Deere;30,039;34,794;2,8664;58,29;219;Industrials;Heavy Equipment;North America;United States;Illinois;Illinois;Samuel Allen;http://www.forbes.com/companies/john-deere/
Archer Daniels Midland;30,396;81,221;2,248;44,027;220;Consumer Staples;Food Processing;North America;United States;Illinois;Illinois;Juan Luciano;http://www.forbes.com/companies/archer-daniels-midland/
American Airlines Group;33,495;42,649;2,883;43,771;221;;;North America;United States;Texas;Texas;William Parker;http://www.forbes.com/companies/american-airlines-group/
EMC;51,969;24,4;2,715;45,885;222;Information Technology;Computer Storage Devices;North America;United States;Massachusetts;Massachusetts;Joseph Tucci;http://www.forbes.com/companies/emc/
BlackRock;61,484;11,246;3,294;239,808;223;Financials;Investment Services;North America;United States;New York;New York;Laurence Fink;http://www.forbes.com/companies/blackrock/
FedEx;47,294;47,178;2,529;36,108;223;Industrials;Air Courier;North America;United States;Tennessee;Tennessee;Frederick Smith;http://www.forbes.com/companies/fedex/
PTT PCL;29,074;87,267;1,7;54,695;225;Energy;Oil & Gas Operations;Asia;Thailand;Thailand;;Pailin Chuchottaworn;http://www.forbes.com/companies/ptt-pcl/
NextEra Energy;46,873;18,089;2,466;74,929;226;Utilities;Electric Utilities;North America;United States;Florida;Florida;James Robo;http://www.forbes.com/companies/nextera-energy/
Cigna;34,075;34,95;2,102;57,006;227;Health Care;Managed Health Care;North America;United States;Connecticut;Connecticut;David Cordani;http://www.forbes.com/companies/cigna/
Teva Pharmaceutical Inds;54,496;20,276;3,048;46,42;228;Health Care;Pharmaceuticals;Asia;Israel;Israel;;Erez Vigodman;http://www.forbes.com/companies/teva-pharmaceutical/
Enel;44,557;97,266;0,6858;201,635;229;Utilities;Electric Utilities;Europe;Italy;Italy;;Francesco Starace;http://www.forbes.com/companies/enel/
Aegon;17,466;54,323;1,5732;502,545;230;Financials;Diversified Insurance;Europe;Netherlands;Netherlands;;Alexander Wynaendts;http://www.forbes.com/companies/aegon/
Canadian Imperial Bank;29,386;15,173;2,6608;351,136;231;Financials;Regional Banks;North America;Canada;Canada;;Victor Dodig;http://www.forbes.com/companies/canadian-imperial-bank/
Denso;40,334;40,054;2,4302;39,869;232;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Nobuaki Katoh;http://www.forbes.com/companies/denso/
Natixis;24,481;23,703;1,5108;714,443;233;Financials;Major Banks;Europe;France;France;;Laurent Mignon;http://www.forbes.com/companies/natixis/
Dalian Wanda Commercial Properties;28,147;17,659;4,0328;90,956;234;;;Asia;China;China;;Ning Ye;http://www.forbes.com/companies/dalian-wanda-commercial-properties/
Canon;49,763;35,213;2,4072;37,204;235;Industrials;Business Products & Supplies;Asia;Japan;Japan;;Fujio Mitarai;http://www.forbes.com/companies/canon/
Carrefour;25,2;101,232;1,6567;55,407;236;Consumer Staples;Food Retail;Europe;France;France;;Georges Plassat;http://www.forbes.com/companies/carrefour/
Altria Group;101,4;17,945;5,058;34,475;237;Consumer Staples;Tobacco;North America;United States;Virginia;Virginia;Martin Barrington;http://www.forbes.com/companies/altria-group/
Seven & I Holdings;37,995;55,741;1,5966;43,789;238;Consumer Staples;Food Retail;Asia;Japan;Japan;;Toshifumi Suzuki;http://www.forbes.com/companies/seven-i-holdings/
AstraZeneca;87,706;26,101;1,1968;58,595;239;Health Care;Pharmaceuticals;Europe;United Kingdom;United Kingdom;;Pascal Soriot;http://www.forbes.com/companies/astrazeneca/
Dai-ichi Life Insurance;18,072;60,851;1,2825;346,912;239;Financials;Life & Health Insurance;Asia;Japan;Japan;;Koichiro Watanabe;http://www.forbes.com/companies/dai-ichi-life-insurance/
Itochu;17,794;53,103;2,8464;76,111;241;Industrials;Trading Companies;Asia;Japan;Japan;;Masahiro Okafuji;http://www.forbes.com/companies/itochu/
RWE Group;15,954;61,811;2,2603;108,88;242;Utilities;Electric Utilities;Europe;Germany;Germany;;Peter Terium;http://www.forbes.com/companies/rwe-group/
Wesfarmers;37,391;55,245;2,4693;33,177;243;Consumer Staples;Food Retail;Australia;Australia;Australia;;Richard Goyder;http://www.forbes.com/companies/wesfarmers/
Telstra;59,101;22,906;4,2416;31,619;244;Telecommunication Services;Telecommunications services;Australia;Australia;Australia;;Andrew Penn;http://www.forbes.com/companies/telstra/
Diageo;71,033;16,838;3,2273;43,519;245;Consumer Staples;Beverages;Europe;United Kingdom;United Kingdom;;Ivan Menezes;http://www.forbes.com/companies/diageo/
Enbridge;42,018;33,953;1,2721;62,903;245;Energy;Oil Services & Equipment;North America;Canada;Canada;;Albert Monaco;http://www.forbes.com/companies/enbridge/
Nippon Steel & Sumitomo Metal;23,457;53,476;1,9231;59,95;245;Materials;Iron & Steel;Asia;Japan;Japan;;Akira Shindo;http://www.forbes.com/companies/nippon-steel-sumitomo-metal/
Abbott Laboratories;69,866;21,255;2,284;41,275;248;Health Care;Pharmaceuticals;North America;United States;Illinois;Illinois;Miles White;http://www.forbes.com/companies/abbott-laboratories/
Medtronic;110,243;17,367;2,909;38,78;249;Health Care;Medical Equipment & Supplies;North America;United States;Minnesota;Minnesota;Omar Ishrak;http://www.forbes.com/companies/medtronic/
Southern Co;40,872;18,499;2,048;70,923;250;Utilities;Electric Utilities;North America;United States;Georgia;Georgia;Thomas Fanning;http://www.forbes.com/companies/southern/
China Vanke;24,287;24,121;2,5552;81,949;251;Financials;Real Estate;Asia;China;China;;Liang Yu;http://www.forbes.com/companies/china-vanke/
East Japan Railway;33,471;25,855;1,9017;61,66;252;Industrials;Railroads;Asia;Japan;Japan;;Tetsuro Tomita;http://www.forbes.com/companies/east-japan-railway/
General Dynamics;44,743;30,911;2,533;35,355;253;Industrials;Aerospace & Defense;North America;United States;Virginia;Virginia;Phebe Novakovic;http://www.forbes.com/companies/general-dynamics/
Halliburton;38,983;32,87;3,5;32,24;254;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;David Lesar;http://www.forbes.com/companies/halliburton/
Exelon;29,088;26,332;1,623;86,814;255;Utilities;Electric Utilities;North America;United States;Illinois;Illinois;Christopher Crane;http://www.forbes.com/companies/exelon/
Time Warner Cable;43,509;22,812;2,017;48,501;256;Consumer Discretionary;Broadcasting & Cable;North America;United States;New York;New York;Robert Marcus;http://www.forbes.com/companies/time-warner-cable/
Canadian Natural Resources;35,321;17,079;3,5574;53,373;257;Energy;Oil & Gas Operations;North America;Canada;Canada;;Steve Laut;http://www.forbes.com/companies/canadian-natural-resources/
DNB;26,971;12,726;3,3025;353,361;258;Financials;Regional Banks;Europe;Norway;Norway;;Rune Bjerke;http://www.forbes.com/companies/dnb/
Imperial Tobacco Group;44,782;22,684;2,355;42,164;259;Consumer Staples;Tobacco;Europe;United Kingdom;United Kingdom;;Alison Cooper;http://www.forbes.com/companies/imperial-tobacco-group/
KBC Group;26,966;14,583;2,3372;317,849;260;Financials;Regional Banks;Europe;Belgium;Belgium;;Daniel Falque;http://www.forbes.com/companies/kbc-group/
