Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
American Capital Agency;6,174;0,684;0,215;57,021;1523;Financials;Real Estate;North America;United States;Maryland;Maryland;Gary Kain;http://www.forbes.com/companies/american-capital-agency/
Banco Comercial Portugues;2,68;4,156;0,2611;82;1524;Financials;Regional Banks;Europe;Portugal;Portugal;;Nuno Da Silva Amado;http://www.forbes.com/companies/banco-comercial-portugues/
Huntington Ingalls Industries;6,814;7,02;0,404;6,024;1524;Industrials;Aerospace & Defense;North America;United States;Virginia;Virginia;C Petters;http://www.forbes.com/companies/huntington-ingalls-industries/
Inter Rao;2,845;13,138;0,3706;7,785;1524;Utilities;Electric Utilities;Asia;Russia;Russia;;Boris Kovalchuk;http://www.forbes.com/companies/inter-rao/
Bajaj Auto;10,964;3,51;0,4948;2,573;1527;Consumer Discretionary;Recreational Products;Asia;India;India;;Rajivnayan Bajaj;http://www.forbes.com/companies/bajaj-auto/
UGI;6,854;6,295;0,3615;10,78;1528;Utilities;Natural Gas Utilities;North America;United States;Pennsylvania;Pennsylvania;John Walsh;http://www.forbes.com/companies/ugi/
Remgro;9,293;2,092;0,6062;6,327;1529;Industrials;Conglomerates;Africa;South Africa;South Africa;;Jannie Durand;http://www.forbes.com/companies/remgro/
China Communications Services;3,322;12,876;0,3719;8,919;1530;Telecommunication Services;Telecommunications services;Asia;China;China;;Fang Han;http://www.forbes.com/companies/china-communications-services/
Arthur J. Gallagher;7,976;5,36;0,3568;10,914;1531;Financials;Insurance Brokers;North America;United States;Illinois;Illinois;J. Gallagher;http://www.forbes.com/companies/arthur-j-gallagher/
PulteGroup;6,592;5,924;0,4909;8,967;1532;Industrials;Construction Services;North America;United States;Georgia;Georgia;Richard Dugas Jr;http://www.forbes.com/companies/pultegroup/
Quintiles Transnational;8,37;5,744;0,3872;3,926;1533;;;North America;United States;North Carolina;North Carolina;Thomas Pike;http://www.forbes.com/companies/quintiles-transnational/
Celanese;10,657;5,628;0,325;8,392;1534;Materials;Diversified Chemicals;North America;United States;Texas;Texas;Mark Rohr;http://www.forbes.com/companies/celanese/
AmBank Group;3,564;1,851;0,3942;31,591;1535;Financials;Regional Banks;Asia;Malaysia;Malaysia;;Mohamed Bin Mahmood;http://www.forbes.com/companies/ambank-group/
Airgas;10,277;5,321;0,3479;6,181;1536;Materials;Specialized Chemicals;North America;United States;Pennsylvania;Pennsylvania;Michael Molinini;http://www.forbes.com/companies/airgas/
Waters;11,187;2,042;0,469;4,269;1537;;Precision Healthcare Equipment;North America;United States;Massachusetts;Massachusetts;Christopher O'Connell;http://www.forbes.com/companies/waters/
Ramsay Health Care;9,927;6,145;0,3144;5,787;1538;Health Care;Healthcare Services;Australia;Australia;Australia;;Christopher Rex;http://www.forbes.com/companies/ramsay-health-care/
BM&F Bovespa;8,428;0,664;0,6593;6,81;1539;Financials;Investment Services;South America;Brazil;Brazil;;Edemir Pinto;http://www.forbes.com/companies/bmf-bovespa/
GEA Group;9,174;5,1;0,4013;6,772;1540;Industrials;Conglomerates;Europe;Germany;Germany;;Jürg Oleas;http://www.forbes.com/companies/gea-group/
Banco Occidental;0,417;3,095;0,5328;20,22;1541;Financials;Regional Banks;South America;Venezuela;Venezuela;;Victor Vargas;http://www.forbes.com/companies/banco-occidental/
Oceanwide Holdings;7,979;1,767;0,3214;18,227;1541;Industrials;Construction Services;Asia;China;China;;Dong Zheng;http://www.forbes.com/companies/oceanwide-holdings/
Babcock International Group;6,988;6,323;0,4173;8,412;1543;Consumer Discretionary;Business & Personal Services;Europe;United Kingdom;United Kingdom;;Peter Rogers;http://www.forbes.com/companies/babcock-international-group/
OMRON;6,857;6,996;0,3861;5,683;1544;Information Technology;Electronics;Asia;Japan;Japan;;Yoshihito Yamada;http://www.forbes.com/companies/omron/
Sino-Ocean Land Holdings;3,584;5,085;0,342;22,82;1545;Financials;Real Estate;Asia;China;China;;Ming Li;http://www.forbes.com/companies/sino-ocean-land-holdings/
Maxis;11,424;2,122;0,4561;4,633;1546;Telecommunication Services;Telecommunications services;Asia;Malaysia;Malaysia;;Morten Lundal;http://www.forbes.com/companies/maxis/
City Developments;6,031;2,403;0,5623;14,322;1547;Financials;Real Estate;Asia;Singapore;Singapore;;Grant Kelley;http://www.forbes.com/companies/city-developments/
Kansas City Southern;10,607;2,378;0,4905;8,316;1547;Industrials;Railroads;North America;United States;Missouri;Missouri;David Starling;http://www.forbes.com/companies/kansas-city-southern/
Moscow Exchange;3,707;0,752;0,4553;24,185;1549;;;Asia;Russia;Russia;;Alexander Afanasiev;http://www.forbes.com/companies/moscow-exchange/
Savola Group;5,689;7,054;0,4776;7,202;1550;Consumer Staples;Food Processing;Asia;Saudi Arabia;Saudi Arabia;;Abdullah Noor Rehaimi;http://www.forbes.com/companies/savola-group/
Zenith Bank;1,916;2,12;0,5246;20,059;1550;Financials;Regional Banks;Africa;Nigeria;Nigeria;;Peter Amangbo;http://www.forbes.com/companies/zenith-bank/
Nomos Bank;3,139;4,865;0,2063;46,054;1552;Financials;Regional Banks;Asia;Russia;Russia;;Evgeniy Dankevich;http://www.forbes.com/companies/nomos-bank/
Realty Income;14,877;1,031;0,2838;11,866;1553;;;North America;United States;California;California;John Case;http://www.forbes.com/companies/realty-income/
Rexel;4,322;15,084;0,0853;11,921;1553;Information Technology;Electronics;Europe;France;France;;Rudy Provoost;http://www.forbes.com/companies/rexel/
Tech Data;2,507;26,38;0,2657;6,358;1555;Information Technology;Electronics;North America;United States;Florida;Florida;Robert Dutkowsky;http://www.forbes.com/companies/tech-data/
STRABAG;3,388;14,962;0,1969;11,9;1556;Industrials;Construction Services;Europe;Austria;Austria;;Thomas Birtel,;http://www.forbes.com/companies/strabag/
Alinma Bank;5,384;0,873;0,4044;24,425;1557;Financials;Regional Banks;Asia;Saudi Arabia;Saudi Arabia;;Abdul Aziz Al-Fares;http://www.forbes.com/companies/alinma-bank/
Zhengzhou Yutong Bus;6,785;4,942;0,5625;4,641;1558;;;Asia;China;China;;Bo Niu;http://www.forbes.com/companies/zhengzhou-yutong-bus/
Central Bank of India;2,048;4,641;0,1089;50,063;1559;Financials;Regional Banks;Asia;India;India;;Rajeev Rishi;http://www.forbes.com/companies/central-bank-of-india/
Lundbergs;6,652;2,689;0,5188;12,905;1559;Financials;Real Estate;Europe;Sweden;Sweden;;Lars Lundberg;http://www.forbes.com/companies/lundbergs/
TonenGeneral Sekiyu;3,428;21,706;0,0004;10,053;1559;Energy;Oil & Gas Operations;Asia;Japan;Japan;;Jun Muto;http://www.forbes.com/companies/tonengeneral-sekiyu/
3i Group;6,685;0,485;0,925;7,454;1562;Financials;Investment Services;Europe;United Kingdom;United Kingdom;;Simon Borrows;http://www.forbes.com/companies/3i-group/
Suzuken;3,642;17,752;0,1986;11,04;1563;Health Care;Pharmaceuticals;Asia;Japan;Japan;;Yoshiki Bessho;http://www.forbes.com/companies/suzuken/
Blom Bank;2,15;1,808;0,3877;29,085;1564;Financials;Regional Banks;Asia;Lebanon;Lebanon;;Elias Aractingi;http://www.forbes.com/companies/blom-bank/
Mizrahi Tefahot Bank;2,71;1,73;0,2909;53,754;1564;Financials;Regional Banks;Asia;Israel;Israel;;Eldad Fresher;http://www.forbes.com/companies/mizrahi-tefahot-bank/
Affiliated Managers Group;9,6;2,493;0,516;7,785;1566;Financials;Investment Services;North America;United States;Massachusetts;Massachusetts;Sean Healey;http://www.forbes.com/companies/affiliated-managers-group/
Abu Dhabi Islamic Bank;3,76;1,572;0,4335;24,279;1567;Financials;Regional Banks;Asia;United Arab Emirates;United Arab Emirates;;Tirad Mahmoud;http://www.forbes.com/companies/abu-dhabi-islamic-bank/
Bendigo & Adelaide Bank;3,328;2,383;0,3041;47,816;1568;Financials;Regional Banks;Australia;Australia;Australia;;Michael Hirst;http://www.forbes.com/companies/bendigo-adelaide-bank/
Tesla Motors;33,509;4,046;-0,8887;8,092;1568;;;North America;United States;California;California;Elon Musk;http://www.forbes.com/companies/tesla-motors/
Shiseido;9,056;8,404;0,241;6,727;1570;Consumer Staples;Household/Personal Care;Asia;Japan;Japan;;Masahiko Uotani;http://www.forbes.com/companies/shiseido/
OSRAM Licht;5,37;6,274;0,6042;5,528;1571;;;Europe;Germany;Germany;;Olaf Berlien;http://www.forbes.com/companies/osram-licht/
Hankook Tire;5,883;5,68;0,5791;8,099;1572;;;Asia;South Korea;South Korea;;Seung-Hwa Suh;http://www.forbes.com/companies/hankook-tire/
SINOPEC Engineering (Group);3,91;7,235;0,5282;8,994;1572;;;Asia;China;China;;Qing Guan;http://www.forbes.com/companies/sinopec-engineering-group/
Southwest Securities;7,094;1,716;0,5656;11,049;1572;Industrials;Other Transportation;Asia;China;China;;Hui Jiang;http://www.forbes.com/companies/southwest-securities/
AGL Resources;7,835;3,934;0,353;14,988;1575;Utilities;Natural Gas Utilities;North America;United States;Georgia;Georgia;Andrew Evans;http://www.forbes.com/companies/agl-resources/
Scripps Networks Interactive;8,382;3,018;0,6068;6,672;1575;Consumer Discretionary;Broadcasting & Cable;North America;United States;Tennessee;Tennessee;Kenneth Lowe;http://www.forbes.com/companies/scripps-networks-interactive/
Franshion Properties (China);3,096;2,97;0,4888;20,503;1577;Financials;Consumer Financial Services;Asia;Hong Kong;Hong Kong;;Cong Li;http://www.forbes.com/companies/franshion-properties-china/
Sumitomo Metal Mining;6,48;7,444;0,0472;13,627;1578;Materials;Diversified Metals & Mining;Asia;Japan;Japan;;Nobumasa Kemori;http://www.forbes.com/companies/sumitomo-metal-mining/
Hokuhoku Financial Group;1,923;1,493;0,2469;98,597;1579;Financials;Regional Banks;Asia;Japan;Japan;;Eishin Ihori;http://www.forbes.com/companies/hokuhoku-financial-group/
Hang Lung Group;4,201;1,229;0,4142;25,253;1580;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Nan Chen;http://www.forbes.com/companies/hang-lung-group/
Piraeus Bank;2,611;3,935;-2,099;95,082;1580;Financials;Regional Banks;Europe;Greece;Greece;;Michalis Sallas;http://www.forbes.com/companies/piraeus-bank/
Taiwan High Speed Rail;2,726;1,634;0,6573;15,423;1582;Industrials;Railroads;Asia;Taiwan;Taiwan;;Kuang Cheng;http://www.forbes.com/companies/taiwan-high-speed-rail/
Ingredion;7,629;5,62;0,4023;5,074;1583;Consumer Staples;Food Processing;North America;United States;Illinois;Illinois;Ilene Gordon;http://www.forbes.com/companies/ingredion/
Iida Group Holdings;5,805;9,526;0,3508;7,961;1584;;;Asia;Japan;Japan;;Kazuhiko Mori;http://www.forbes.com/companies/iida-group-holdings-co/
Banco Continental;3,946;1,781;0,4305;23,788;1585;Financials;Regional Banks;South America;Peru;Peru;;Eduardo Villacorta;http://www.forbes.com/companies/banco-continental/
World Fuel Services;3,542;30,29;0,1869;4,549;1586;Consumer Discretionary;Specialty Stores;North America;United States;Florida;Florida;Michael Kasbar;http://www.forbes.com/companies/world-fuel-services/
FleetCor Technologies;14,288;1,703;0,3624;7,892;1587;Consumer Discretionary;Business & Personal Services;North America;United States;Georgia;Georgia;Ronald Clarke;http://www.forbes.com/companies/fleetcor-technologies/
Accor;10,793;6,189;0,2296;9,726;1588;Consumer Discretionary;Hotels & Motels;Europe;France;France;;Sébastien Bazin;http://www.forbes.com/companies/accor/
Samsung SDI;6,82;6,688;0,0476;13,838;1588;Information Technology;Electronics;Asia;South Korea;South Korea;;Nam-Sung Cho,;http://www.forbes.com/companies/samsung-sdi/
Aspen Pharmacare Holdings;10,134;2,786;0,4741;6,797;1590;Health Care;Pharmaceuticals;Africa;South Africa;South Africa;;Stephen Bradley;http://www.forbes.com/companies/aspen-pharmacare-holdings/
Cattolica Assicurazioni;1,189;6,244;0,0676;25,326;1591;Financials;Diversified Insurance;Europe;Italy;Italy;;Giovanni Mazzucchelli;http://www.forbes.com/companies/cattolica-assicurazioni/
Commercial Bank of Qatar;3,449;1,648;0,342;33,893;1591;Financials;Regional Banks;Asia;Qatar;Qatar;;Abdulla Al-Raisi;http://www.forbes.com/companies/commercial-bank-of-qatar/
Nürnberger;0,831;5,382;0,0798;32,232;1593;Financials;Diversified Insurance;Europe;Germany;Germany;;Armin Zitzmann;http://www.forbes.com/companies/nurnberger/
Church & Dwight;11,804;3,395;0,4104;4,257;1594;Consumer Staples;Household/Personal Care;North America;United States;New Jersey;New Jersey;Matthew Farrell;http://www.forbes.com/companies/church-dwight/
DSV;7,418;7,563;0,3057;4,036;1595;Industrials;Trucking;Europe;Denmark;Denmark;;Jens Andersen;http://www.forbes.com/companies/dsv/
Genting Hong Kong;2,876;0,69;2,1131;6,509;1595;Consumer Discretionary;Hotels & Motels;Asia;Hong Kong;Hong Kong;;Kok Lim;http://www.forbes.com/companies/genting-hong-kong/
ProSiebenSat1 Media;11,045;3,616;0,4335;5,886;1595;Consumer Discretionary;Broadcasting & Cable;Europe;Germany;Germany;;Thomas Ebeling;http://www.forbes.com/companies/prosieben-sat1-media/
BesTV New Media;10,89;2,662;0,4428;5,579;1598;;;Asia;China;China;;Jian Wang;http://www.forbes.com/companies/bestv-new-media/
Mallinckrodt;7,451;3,672;0,3429;16,039;1599;;;Europe;Ireland;Ireland;;Mark Trudeau;http://www.forbes.com/companies/mallinckrodt/
Western Refining;2,566;9,787;0,4068;5,925;1599;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Jeff Stevens;http://www.forbes.com/companies/western-refining/
Yamaguchi Financial;2,548;1,267;0,2526;83,915;1601;Financials;Regional Banks;Asia;Japan;Japan;;Koichi Fukuda;http://www.forbes.com/companies/yamaguchi-financial/
Equinix;22,227;2,726;0,1878;10,357;1602;Information Technology;Computer Services;North America;United States;California;California;Stephen Smith;http://www.forbes.com/companies/equinix/
Westlake Chemical;6,745;4,458;0,6432;5,575;1602;Materials;Diversified Chemicals;North America;United States;Texas;Texas;Yuan Chao;http://www.forbes.com/companies/westlake-chemical/
Ningbo Port;11,769;2,618;0,4064;7,368;1604;Industrials;Other Transportation;Asia;China;China;;Cheng Tao;http://www.forbes.com/companies/ningbo-port/
Foshan Haitian Flavouring and Food Company;12,142;1,78;0,3985;1,771;1605;;;Asia;China;China;;Pang Kang;http://www.forbes.com/companies/foshan-haitian-flavouring-and-food-company/
FMC Technologies;6,698;6,464;0,3931;6,438;1606;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;John Gremp;http://www.forbes.com/companies/fmc-technologies/
Newcrest Mining;10,6;3,356;0,3438;11,325;1607;Materials;Diversified Metals & Mining;Australia;Australia;Australia;;Sandeep Biswas;http://www.forbes.com/companies/newcrest-mining/
Kangmei Pharmaceutical;10,017;2,834;0,4652;5,194;1608;Health Care;Pharmaceuticals;Asia;China;China;;Xing Ma,;http://www.forbes.com/companies/kangmei-pharmaceutical/
Sunac China Holdings;2,301;3,642;0,5226;17,788;1608;;;Asia;China;China;;Meng Wang;http://www.forbes.com/companies/sunac-china-holdings/
Shaanxi Coal Industry;7,115;5,876;-0,2856;14,674;1610;Materials;Diversified Metals & Mining;Asia;China;China;;Long Min;http://www.forbes.com/companies/shaanxi-coal-industry/
Tiffany & Co.;9,201;4,105;0,464;5,13;1610;Consumer Discretionary;Specialty Stores;North America;United States;New York;New York;Frederic Cumenal;http://www.forbes.com/companies/tiffany-co/
Concho Resources;15,032;2,436;0,064;12,753;1612;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Timothy Leach;http://www.forbes.com/companies/concho-resources/
Eurazeo;4,932;4,224;1,415;8,012;1613;Financials;Investment Services;Europe;France;France;;Virginie Morgon;http://www.forbes.com/companies/eurazeo/
Deutsche Pfandbriefbank;1,357;2,273;0,2551;72,522;1614;Financials;Regional Banks;Europe;Germany;Germany;;Andreas Arndt;http://www.forbes.com/companies/deutsche-pfandbriefbank/
Tokyu Fudosan;4,451;7,011;0,2812;16,702;1614;Financials;Real Estate;Asia;Japan;Japan;;Kiyoshi Kanazashi;http://www.forbes.com/companies/tokyu-fudosan/
Capita;9,731;7,141;0,0805;7,876;1616;Consumer Discretionary;Business & Personal Services;Europe;United Kingdom;United Kingdom;;Andy Parker;http://www.forbes.com/companies/capita/
Citrix Systems;12,765;3,34;0,3739;5,519;1617;Information Technology;Software & Programming;North America;United States;California;California;Kirill Tatarinov;http://www.forbes.com/companies/citrix-systems/
Eurobank Ergasias;2,152;3,4;-1,3096;79,901;1617;Financials;Regional Banks;Europe;Greece;Greece;;Fokion Karavias;http://www.forbes.com/companies/eurobank-ergasias/
Digital Realty Trust;12,622;1,756;0,2967;11,451;1619;Financials;Real Estate;North America;United States;California;California;Arthur Stein;http://www.forbes.com/companies/digital-realty-trust/
MAp;11,318;0,917;0,3949;9,13;1620;Industrials;Other Transportation;Australia;Australia;Australia;;Kerrie Mather;http://www.forbes.com/companies/map/
PLDT;8,382;3,758;0,4846;9,716;1621;Telecommunication Services;Telecommunications services;Asia;Philippines;Philippines;;Manuel Pangilinan;http://www.forbes.com/companies/pldt/
Coach;11,186;4,238;0,3663;4,604;1622;Consumer Discretionary;Apparel/Footwear Retail;North America;United States;New York;New York;Victor Luís;http://www.forbes.com/companies/coach/
Computer Sciences;4,589;10,132;0,379;7,989;1623;Information Technology;Computer Services;North America;United States;Virginia;Virginia;John Lawrie;http://www.forbes.com/companies/computer-sciences/
Joyo Bank;2,834;1,116;0,2393;76,335;1623;Financials;Regional Banks;Asia;Japan;Japan;;Kunio Onizawa;http://www.forbes.com/companies/joyo-bank/
AU Optronics;2,949;11,348;0,1553;12,956;1625;Information Technology;Electronics;Asia;Taiwan;Taiwan;;Shuang Peng;http://www.forbes.com/companies/au-optronics/
Alpha Bank;3,898;3,82;-1,5211;75,276;1626;Financials;Regional Banks;Europe;Greece;Greece;;Demetrios Mantzounis;http://www.forbes.com/companies/alpha-bank/
Snap-on;9,341;3,593;0,4787;4,487;1627;Consumer Staples;Household/Personal Care;North America;United States;Wisconsin;Wisconsin;Nicholas Pinchuk;http://www.forbes.com/companies/snap-on/
China Resources Enterprise;5,144;22,656;-0,0199;6,587;1628;Consumer Staples;Food Retail;Asia;Hong Kong;Hong Kong;;Hou Xiaohai;http://www.forbes.com/companies/china-resources-enterprise/
Financial Street Holdings;4,184;3,088;0,54;16,48;1629;Financials;Real Estate;Asia;China;China;;Jing Gao;http://www.forbes.com/companies/financial-street-holdings/
Enka;7,044;4,541;0,5279;7,117;1630;Industrials;Construction Services;Europe;Turkey;Turkey;;Agah Tara;http://www.forbes.com/companies/enka/
GameStop;3,407;9,364;0,4028;4,335;1630;Consumer Discretionary;Specialty Stores;North America;United States;Texas;Texas;Julian Raines;http://www.forbes.com/companies/gamestop/
Hiroshima Bank;2,46;1,054;0,2553;66,686;1630;Financials;Regional Banks;Asia;Japan;Japan;;Isao Sumihiro;http://www.forbes.com/companies/hiroshima-bank/
INTL FCStone;0,539;24,469;0,0539;5,217;1630;Financials;Regional Banks;North America;United States;;;Sean O'Connor;http://www.forbes.com/companies/intl-fcstone/
Nishi-Nippon City Bank;1,52;1,223;0,2314;73,727;1630;Financials;Regional Banks;Asia;Japan;Japan;;Isao Kubota;http://www.forbes.com/companies/nishi-nippon-city-bank/
Dassault Aviation;10,106;4,631;0,1569;13,258;1635;Industrials;Aerospace & Defense;Europe;France;France;;Éric Trappier;http://www.forbes.com/companies/dassault-aviation/
Jiangsu Hengrui Medicine;14,12;1,457;0,3455;1,77;1636;Health Care;Pharmaceuticals;Asia;China;China;;Yun Zhou;http://www.forbes.com/companies/jiangsu-hengrui-medicine-co-ltd/
NMDC;5,95;2,019;1,038;7,086;1637;Materials;Diversified Metals & Mining;Asia;India;India;;Narendra Kothari;http://www.forbes.com/companies/nmdc/
Kaisa Group Holdings;1,033;3,175;0,5155;17,025;1638;Financials;Consumer Financial Services;Asia;China;China;;Yi Zheng;http://www.forbes.com/companies/kaisa-group-holdings/
Coca-Cola HBC;7,283;7,038;0,3106;7,097;1639;Consumer Staples;Beverages;Europe;Switzerland;Switzerland;;Dimitris Lois;http://www.forbes.com/companies/coca-cola-hbc/
Isetan Mitsukoshi Holdings;4,501;10,734;0,2963;10,943;1640;Consumer Discretionary;Department Stores;Asia;Japan;Japan;;Kunio Ishizuka;http://www.forbes.com/companies/isetan-mitsukoshi-holdings/
New Hope Liuhe;5,055;10,545;0,357;5,612;1640;Consumer Staples;Food Processing;Asia;China;China;;Chunhua Chen;http://www.forbes.com/companies/new-hope-liuhe/
North Pacific Bank;1,098;1,039;0,1281;69,498;1640;Financials;Regional Banks;Asia;Japan;Japan;;Ryuzo Yokouchi;http://www.forbes.com/companies/north-pacific-bank/
Hachijuni Bank;2,398;1,278;0,2221;69,104;1643;Financials;Regional Banks;Asia;Japan;Japan;;Yoshiyuki Yamaura;http://www.forbes.com/companies/hachijuni-bank/
77 Bank;1,417;0,853;0,1645;69,073;1644;Financials;Regional Banks;Asia;Japan;Japan;;Hiroshi Kamata;http://www.forbes.com/companies/77-bank/
Alliant Energy;7,847;3,254;0,3884;12,495;1644;Utilities;Electric Utilities;North America;United States;Wisconsin;Wisconsin;Patricia Kampling;http://www.forbes.com/companies/alliant-energy/
AAC Technologies Holdings;8,826;1,864;0,4933;2,529;1646;;;Asia;China;China;;Benjamin Zhengmin Pan;http://www.forbes.com/companies/aac-technologies-holdings/
China National Materials;0,99;8,465;0,1231;15,923;1646;Industrials;Other Industrial Equipment;Asia;China;China;;Zhi Liu;http://www.forbes.com/companies/china-national-materials/
EMS-Chemie Holding;11,44;1,979;0,3908;1,889;1648;Materials;Specialized Chemicals;Europe;Switzerland;Switzerland;;Magdalena Martullo-Blocher;http://www.forbes.com/companies/ems-chemie-holding/
TAQA;1,074;5,267;-0,4901;29,613;1649;Utilities;Electric Utilities;Asia;United Arab Emirates;United Arab Emirates;;Edqard Lafehr;http://www.forbes.com/companies/taqa/
Arkema;5,92;8,52;0,316;9,674;1650;Materials;Diversified Chemicals;Europe;France;France;;Thierry Le Hénaff;http://www.forbes.com/companies/arkema/
ONO Pharmaceutical;27,38;1,164;0,1359;4,417;1650;Health Care;Pharmaceuticals;Asia;Japan;Japan;;Toshiharu Korekane;http://www.forbes.com/companies/ono-pharmaceutical-co/
Cheniere Energy;8,812;0,271;-0,9751;19,02;1652;;;North America;United States;Texas;Texas;Jack Fusco;http://www.forbes.com/companies/cheniere-energy/
MMI Holdings;2,628;5,298;0,2379;29,041;1652;Financials;Life & Health Insurance;Africa;South Africa;South Africa;;Nicolaas Kruger;http://www.forbes.com/companies/mmi-holdings/
Syndicate Bank;0,75;3,88;0,2726;48,637;1652;Financials;Regional Banks;Asia;India;India;;Arun Shrivastava;http://www.forbes.com/companies/syndicate-bank/
Guangdong Investment;8,543;1,183;0,5037;6,982;1655;Utilities;Diversified Utilities;Asia;Hong Kong;Hong Kong;;Yin Wen;http://www.forbes.com/companies/guangdong-investment/
Bank of Kyoto;2,78;0,901;0,1715;67,574;1656;Financials;Regional Banks;Asia;Japan;Japan;;Hideo Takasaki;http://www.forbes.com/companies/bank-of-kyoto/
Partners Group Holding;10,723;0,843;0,4112;1,499;1657;Financials;Investment Services;Europe;Switzerland;Switzerland;;André Frei;http://www.forbes.com/companies/partners-group-holding/
Banca Popolare dell'Emilia;2,819;3,273;0,2447;66,548;1658;Financials;Regional Banks;Europe;Italy;Italy;;Alessandro Vandelli;http://www.forbes.com/companies/banca-popolare-dellemilia/
United Internet;9,928;4,12;0,4062;4,313;1659;Telecommunication Services;Telecommunications services;Europe;Germany;Germany;;Ralph Dommermuth;http://www.forbes.com/companies/united-internet/
Suruga Bank;4,572;1,117;0,3061;36,497;1660;Financials;Regional Banks;Asia;Japan;Japan;;Mitsuyoshi Okano;http://www.forbes.com/companies/suruga-bank/
EQT;10,933;1,812;0,0852;14,803;1661;Energy;Oil & Gas Operations;North America;United States;Pennsylvania;Pennsylvania;David Porges;http://www.forbes.com/companies/eqt/
Essex Property Trust;14,686;1,222;0,2321;12,005;1662;Financials;Real Estate;North America;United States;California;California;Michael Schall;http://www.forbes.com/companies/essex-property-trust/
Chugoku Bank;2,226;0,98;0,2106;64,591;1663;Financials;Regional Banks;Asia;Japan;Japan;;Masato Miyanaga;http://www.forbes.com/companies/chugoku-bank/
Zhejiang Material Industrial Zhongda Yuantong Group;4,292;11,5;0,1349;12,142;1664;Industrials;Trading Companies;Asia;China;China;;Jida Chen;http://www.forbes.com/companies/zhejiang-material-industrial-zhongda-yuantong-group/
Burberry Group;8,005;3,904;0,5425;3,21;1665;Consumer Discretionary;Apparel/Accessories;Europe;United Kingdom;United Kingdom;;Christopher Bailey;http://www.forbes.com/companies/burberry-group/
Emirates Integrated Telecom;8,152;3,359;0,5285;4,884;1666;Telecommunication Services;Telecommunications services;Asia;United Arab Emirates;United Arab Emirates;;Osman Sultan;http://www.forbes.com/companies/emirates-integrated-telecom/
Gunma Bank;1,982;1,087;0,2393;63,72;1667;Financials;Regional Banks;Asia;Japan;Japan;;Kazuo Saito;http://www.forbes.com/companies/gunma-bank/
Mitsui Chemicals;3,519;11,702;0,263;11,145;1668;Materials;Specialized Chemicals;Asia;Japan;Japan;;Tsutomu Tannowa;http://www.forbes.com/companies/mitsui-chemicals/
Calpine;5,533;6,063;0,235;18,833;1669;Utilities;Electric Utilities;North America;United States;Texas;Texas;John Hill;http://www.forbes.com/companies/calpine/
China Power International Development;3,508;3,25;0,6625;13,281;1670;Utilities;Electric Utilities;Asia;China;China;;Bing Wang;http://www.forbes.com/companies/china-power-international-development/
Hero Motocorp;9,007;4,493;0,3868;1,703;1670;Consumer Discretionary;Recreational Products;Asia;India;India;;Pawan Munjal;http://www.forbes.com/companies/hero-motocorp/
NetApp;7,007;5,706;0,3719;8,785;1670;Information Technology;Computer Storage Devices;North America;United States;California;California;George Kurian;http://www.forbes.com/companies/netapp/
Alrosa;8,346;3,663;0,5004;5,957;1673;Materials;Diversified Metals & Mining;Asia;Russia;Russia;;Andrey Zharkov;http://www.forbes.com/companies/alrosa/
Yunnan Baiyao Group;9,591;3,283;0,4409;2,971;1674;Health Care;Pharmaceuticals;Asia;China;China;;Pin Yin;http://www.forbes.com/companies/yunnan-baiyao-group/
Frasers Centrepoint;3,549;2,329;0,5014;16,325;1675;;;Asia;Singapore;Singapore;;Ee Lim;http://www.forbes.com/companies/frasers-centrepoint/
Mercuries & Associates;0,378;5,347;0,0464;26,76;1676;Consumer Discretionary;Department Stores;Asia;Taiwan;Taiwan;;Hsiang Chen;http://www.forbes.com/companies/mercuries-associates/
Dali Foods Group;8,933;2,683;0,4634;1,278;1677;Consumer Staples;Food Processing;Asia;China;China;;Shi Xu;http://www.forbes.com/companies/dali-foods-group/
Koito Manufacturing;6,991;6,611;0,3268;4,913;1677;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Takashi Ohtake;http://www.forbes.com/companies/koito-manufacturing-co/
Neptune Orient Lines;2,474;5,375;0,6837;6,909;1679;Industrials;Other Transportation;Asia;Singapore;Singapore;;Yat Ng;http://www.forbes.com/companies/neptune-orient-lines/
Packaging Corp of America;6,19;5,717;0,4445;5,285;1680;;;North America;United States;Illinois;Illinois;Mark Kowlzan;http://www.forbes.com/companies/packaging-corp-amer/
Shanxi Taigang Stainless;3,053;11,279;-0,1409;12,045;1681;Materials;Iron & Steel;Asia;China;China;;Zhi Zhang;http://www.forbes.com/companies/shanxi-taigang-stainless/
Acciona;4,345;7,257;0,2296;17,139;1682;Industrials;Construction Services;Europe;Spain;Spain;;José Entrecanales Domecq;http://www.forbes.com/companies/acciona/
FBN Holdings;0,599;2,815;0,4039;21,598;1683;Financials;Regional Banks;Africa;Nigeria;Nigeria;;Bello Maccido;http://www.forbes.com/companies/fbn-holdings/
